DR_NO;Date Rptd;AREA NAME;Crm Cd Desc
230508315;05/01/2023 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
230506042;02/24/2023 12:00:00 AM;Harbor     ;THEFT PLAIN - PETTY ($950 & UNDER)                      
230513666;09/18/2023 12:00:00 AM;Harbor     ;RESISTING ARREST                                        
230507185;03/28/2023 12:00:00 AM;Harbor     ;BATTERY - SIMPLE ASSAULT                                
230511536;07/26/2023 12:00:00 AM;Harbor     ;BURGLARY                                                
230507282;03/31/2023 12:00:00 AM;Harbor     ;ATTEMPTED ROBBERY                                       
230516582;12/06/2023 12:00:00 AM;Harbor     ;VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)
230515758;11/13/2023 12:00:00 AM;Harbor     ;VEHICLE - ATTEMPT STOLEN                                
230512820;08/28/2023 12:00:00 AM;Harbor     ;VIOLATION OF RESTRAINING ORDER                          
230514158;09/30/2023 12:00:00 AM;Harbor     ;CRIMINAL HOMICIDE                                       
230500596;04/04/2023 12:00:00 AM;Harbor     ;BRANDISH WEAPON                                         
230504878;01/24/2023 12:00:00 AM;Harbor     ;BURGLARY                                                
230515453;11/01/2023 12:00:00 AM;Harbor     ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
230504384;01/11/2023 12:00:00 AM;Harbor     ;BURGLARY                                                
230511056;07/13/2023 12:00:00 AM;Harbor     ;BIKE - STOLEN                                           
230506371;03/05/2023 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
230507045;03/25/2023 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
230516089;11/22/2023 12:00:00 AM;Harbor     ;BURGLARY FROM VEHICLE                                   
230514405;10/06/2023 12:00:00 AM;Harbor     ;BATTERY - SIMPLE ASSAULT                                
230513861;09/24/2023 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
230514935;10/21/2023 12:00:00 AM;Harbor     ;BATTERY - SIMPLE ASSAULT                                
230512613;08/23/2023 12:00:00 AM;Harbor     ;BURGLARY                                                
230515082;10/26/2023 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
230509568;06/04/2023 12:00:00 AM;Harbor     ;BURGLARY FROM VEHICLE                                   
230516349;11/29/2023 12:00:00 AM;Harbor     ;BATTERY - SIMPLE ASSAULT                                
230507870;04/17/2023 12:00:00 AM;Harbor     ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
230507666;04/12/2023 12:00:00 AM;Harbor     ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
230509752;06/09/2023 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
230505891;02/20/2023 12:00:00 AM;Harbor     ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     
230513947;09/26/2023 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
230516994;12/18/2023 12:00:00 AM;Harbor     ;VEHICLE - ATTEMPT STOLEN                                
230517111;12/21/2023 12:00:00 AM;Harbor     ;BRANDISH WEAPON                                         
230514403;10/06/2023 12:00:00 AM;Harbor     ;BATTERY - SIMPLE ASSAULT                                
230500693;06/26/2023 12:00:00 AM;Harbor     ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
230516379;11/30/2023 12:00:00 AM;Harbor     ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
230505231;02/03/2023 12:00:00 AM;Harbor     ;THEFT OF IDENTITY                                       
230510457;06/27/2023 12:00:00 AM;Harbor     ;CHILD ANNOYING (17YRS & UNDER)                          
230509154;05/24/2023 12:00:00 AM;Harbor     ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     
230515412;11/03/2023 12:00:00 AM;Harbor     ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
230507899;04/18/2023 12:00:00 AM;Harbor     ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
230516779;12/12/2023 12:00:00 AM;Harbor     ;VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)
230515619;11/09/2023 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
230516206;11/25/2023 12:00:00 AM;Harbor     ;SHOPLIFTING - PETTY THEFT ($950 & UNDER)                
230507212;03/29/2023 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
230506070;02/26/2023 12:00:00 AM;Harbor     ;OTHER ASSAULT                                           
230515240;10/30/2023 12:00:00 AM;Harbor     ;BATTERY - SIMPLE ASSAULT                                
230506810;03/16/2023 12:00:00 AM;Harbor     ;SHOPLIFTING - PETTY THEFT ($950 & UNDER)                
230510574;07/01/2023 12:00:00 AM;Harbor     ;VEHICLE - ATTEMPT STOLEN                                
230513321;09/08/2023 12:00:00 AM;Harbor     ;BURGLARY FROM VEHICLE                                   
230512971;08/30/2023 12:00:00 AM;Harbor     ;THEFT OF IDENTITY                                       
230511973;08/05/2023 12:00:00 AM;Harbor     ;VIOLATION OF RESTRAINING ORDER                          
230504599;01/15/2023 12:00:00 AM;Harbor     ;CRIMINAL THREATS - NO WEAPON DISPLAYED                  
230511232;07/18/2023 12:00:00 AM;Harbor     ;BUNCO, GRAND THEFT                                      
230508632;05/10/2023 12:00:00 AM;Harbor     ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
230517071;12/20/2023 12:00:00 AM;Harbor     ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
230513422;09/11/2023 12:00:00 AM;Harbor     ;BRANDISH WEAPON                                         
230514414;10/07/2023 12:00:00 AM;Harbor     ;BURGLARY                                                
230517417;12/29/2023 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
230507657;04/11/2023 12:00:00 AM;Harbor     ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
230508771;05/14/2023 12:00:00 AM;Harbor     ;BURGLARY                                                
230508141;04/25/2023 12:00:00 AM;Harbor     ;BATTERY - SIMPLE ASSAULT                                
230504924;01/25/2023 12:00:00 AM;Harbor     ;BATTERY - SIMPLE ASSAULT                                
230510767;07/06/2023 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
230515510;11/06/2023 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
230506232;03/01/2023 12:00:00 AM;Harbor     ;THEFT OF IDENTITY                                       
230504836;01/23/2023 12:00:00 AM;Harbor     ;CRIMINAL THREATS - NO WEAPON DISPLAYED                  
230504744;01/19/2023 12:00:00 AM;Harbor     ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
230510525;06/30/2023 12:00:00 AM;Harbor     ;BURGLARY FROM VEHICLE                                   
230511388;07/22/2023 12:00:00 AM;Harbor     ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
230517197;12/23/2023 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
230514273;10/03/2023 12:00:00 AM;Harbor     ;BATTERY WITH SEXUAL CONTACT                             
230515382;11/02/2023 12:00:00 AM;Harbor     ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
230505771;02/16/2023 12:00:00 AM;Harbor     ;THEFT PLAIN - PETTY ($950 & UNDER)                      
230509741;06/08/2023 12:00:00 AM;Harbor     ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
230507815;04/15/2023 12:00:00 AM;Harbor     ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     
230506869;03/20/2023 12:00:00 AM;Harbor     ;BRANDISH WEAPON                                         
230506431;03/06/2023 12:00:00 AM;Harbor     ;INTIMATE PARTNER - SIMPLE ASSAULT                       
230515817;11/15/2023 12:00:00 AM;Harbor     ;BURGLARY, ATTEMPTED                                     
230513859;09/24/2023 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
230511403;07/22/2023 12:00:00 AM;Harbor     ;THEFT OF IDENTITY                                       
230511149;07/16/2023 12:00:00 AM;Harbor     ;BATTERY - SIMPLE ASSAULT                                
230510876;07/08/2023 12:00:00 AM;Harbor     ;BURGLARY FROM VEHICLE                                   
230511793;08/01/2023 12:00:00 AM;Harbor     ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     
230517313;12/26/2023 12:00:00 AM;Harbor     ;BURGLARY                                                
230505018;01/28/2023 12:00:00 AM;Harbor     ;TRESPASSING                                             
230500792;09/08/2023 12:00:00 AM;Harbor     ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
230504994;01/27/2023 12:00:00 AM;Harbor     ;BATTERY - SIMPLE ASSAULT                                
230516618;12/07/2023 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
230505769;02/17/2023 12:00:00 AM;Harbor     ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     
230512637;08/24/2023 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
230504670;01/18/2023 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
230504642;01/16/2023 12:00:00 AM;Harbor     ;THEFT OF IDENTITY                                       
230515863;11/16/2023 12:00:00 AM;Harbor     ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
230509579;06/04/2023 12:00:00 AM;Harbor     ;BURGLARY                                                
230516692;12/09/2023 12:00:00 AM;Harbor     ;INTIMATE PARTNER - AGGRAVATED ASSAULT                   
230509219;05/25/2023 12:00:00 AM;Harbor     ;BUNCO, GRAND THEFT                                      
230506222;03/01/2023 12:00:00 AM;Harbor     ;CRIMINAL THREATS - NO WEAPON DISPLAYED                  
230507067;03/25/2023 12:00:00 AM;Harbor     ;THEFT OF IDENTITY                                       
230512374;08/17/2023 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
230516463;12/01/2023 12:00:00 AM;Harbor     ;BURGLARY FROM VEHICLE                                   
230506021;02/24/2023 12:00:00 AM;Harbor     ;THEFT OF IDENTITY                                       
230513646;09/15/2023 12:00:00 AM;Harbor     ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
230509165;05/24/2023 12:00:00 AM;Harbor     ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                
230508437;05/04/2023 12:00:00 AM;Harbor     ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
230513462;09/12/2023 12:00:00 AM;Harbor     ;BATTERY WITH SEXUAL CONTACT                             
230514652;10/13/2023 12:00:00 AM;Harbor     ;THEFT PLAIN - PETTY ($950 & UNDER)                      
230515170;10/27/2023 12:00:00 AM;Harbor     ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
230500960;12/25/2023 12:00:00 AM;Harbor     ;INTIMATE PARTNER - AGGRAVATED ASSAULT                   
230506894;03/20/2023 12:00:00 AM;Harbor     ;BATTERY - SIMPLE ASSAULT                                
230513185;09/06/2023 12:00:00 AM;Harbor     ;EXTORTION                                               
240509471;06/10/2024 12:00:00 AM;Harbor     ;LETTERS, LEWD  -  TELEPHONE CALLS, LEWD                 
230505884;02/21/2023 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
230508688;05/11/2023 12:00:00 AM;Harbor     ;CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT                 
230515954;11/18/2023 12:00:00 AM;Harbor     ;BURGLARY FROM VEHICLE                                   
230515195;10/29/2023 12:00:00 AM;Harbor     ;BATTERY - SIMPLE ASSAULT                                
230517262;12/24/2023 12:00:00 AM;Harbor     ;DISCHARGE FIREARMS/SHOTS FIRED                          
230516015;11/20/2023 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
230508068;04/23/2023 12:00:00 AM;Harbor     ;SHOPLIFTING - PETTY THEFT ($950 & UNDER)                
230510037;06/17/2023 12:00:00 AM;Harbor     ;BURGLARY FROM VEHICLE                                   
230509422;05/31/2023 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
230517032;12/19/2023 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
230514570;10/11/2023 12:00:00 AM;Harbor     ;BATTERY - SIMPLE ASSAULT                                
230514850;10/19/2023 12:00:00 AM;Harbor     ;VEHICLE - ATTEMPT STOLEN                                
230517320;12/26/2023 12:00:00 AM;Harbor     ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
230500534;02/07/2023 12:00:00 AM;Harbor     ;ROBBERY                                                 
230507713;04/13/2023 12:00:00 AM;Harbor     ;BUNCO, GRAND THEFT                                      
230514125;09/29/2023 12:00:00 AM;Harbor     ;BATTERY - SIMPLE ASSAULT                                
230516331;11/28/2023 12:00:00 AM;Harbor     ;SHOPLIFTING - PETTY THEFT ($950 & UNDER)                
230515965;11/19/2023 12:00:00 AM;Harbor     ;BURGLARY                                                
230510544;06/30/2023 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
230510589;07/02/2023 12:00:00 AM;Harbor     ;INTIMATE PARTNER - SIMPLE ASSAULT                       
230508673;05/12/2023 12:00:00 AM;Harbor     ;BURGLARY FROM VEHICLE                                   
230509766;06/09/2023 12:00:00 AM;Harbor     ;BUNCO, GRAND THEFT                                      
230513905;09/25/2023 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
230514209;10/02/2023 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
230517177;12/22/2023 12:00:00 AM;Harbor     ;BURGLARY                                                
230512167;08/09/2023 12:00:00 AM;Harbor     ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
230512066;08/08/2023 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
230517263;12/25/2023 12:00:00 AM;Harbor     ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
230504678;01/17/2023 12:00:00 AM;Harbor     ;CRIMINAL THREATS - NO WEAPON DISPLAYED                  
230505212;02/02/2023 12:00:00 AM;Harbor     ;BURGLARY                                                
230517275;12/17/2023 12:00:00 AM;Harbor     ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     
230516824;12/13/2023 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
230507110;03/27/2023 12:00:00 AM;Harbor     ;INTIMATE PARTNER - SIMPLE ASSAULT                       
230500907;11/18/2023 12:00:00 AM;Harbor     ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
230500944;12/12/2023 12:00:00 AM;Harbor     ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
230511153;07/16/2023 12:00:00 AM;Harbor     ;BURGLARY                                                
230508628;05/10/2023 12:00:00 AM;Harbor     ;ATTEMPTED ROBBERY                                       
230507172;03/28/2023 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
230509161;05/24/2023 12:00:00 AM;Harbor     ;THEFT OF IDENTITY                                       
230506024;02/24/2023 12:00:00 AM;Harbor     ;CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT             
230506226;03/02/2023 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
230516045;11/21/2023 12:00:00 AM;Harbor     ;VIOLATION OF COURT ORDER                                
230504759;01/20/2023 12:00:00 AM;Harbor     ;INTIMATE PARTNER - AGGRAVATED ASSAULT                   
230507590;04/10/2023 12:00:00 AM;Harbor     ;CRIMINAL THREATS - NO WEAPON DISPLAYED                  
230512515;08/21/2023 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
230508721;05/12/2023 12:00:00 AM;Harbor     ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                
230515777;11/14/2023 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
230500711;07/01/2023 12:00:00 AM;Harbor     ;ATTEMPTED ROBBERY                                       
230504301;01/07/2023 12:00:00 AM;Harbor     ;BURGLARY FROM VEHICLE                                   
230510768;07/06/2023 12:00:00 AM;Harbor     ;CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT                 
230508142;04/26/2023 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
230515370;11/02/2023 12:00:00 AM;Harbor     ;VEHICLE - ATTEMPT STOLEN                                
230510343;06/25/2023 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
230507152;03/27/2023 12:00:00 AM;Harbor     ;THEFT PLAIN - PETTY ($950 & UNDER)                      
230509491;06/02/2023 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
230504137;01/03/2023 12:00:00 AM;Harbor     ;THEFT OF IDENTITY                                       
230506745;03/16/2023 12:00:00 AM;Harbor     ;LETTERS, LEWD  -  TELEPHONE CALLS, LEWD                 
230508077;04/24/2023 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
230509327;05/28/2023 12:00:00 AM;Harbor     ;INTIMATE PARTNER - SIMPLE ASSAULT                       
230505689;02/14/2023 12:00:00 AM;Harbor     ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
230514572;10/11/2023 12:00:00 AM;Harbor     ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
230508238;04/28/2023 12:00:00 AM;Harbor     ;VIOLATION OF RESTRAINING ORDER                          
230510746;07/06/2023 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
230511725;07/30/2023 12:00:00 AM;Harbor     ;INTIMATE PARTNER - AGGRAVATED ASSAULT                   
230515567;11/08/2023 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
230506668;03/15/2023 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
230511783;08/01/2023 12:00:00 AM;Harbor     ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
230507211;03/29/2023 12:00:00 AM;Harbor     ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
230511278;07/19/2023 12:00:00 AM;Harbor     ;CRIMINAL THREATS - NO WEAPON DISPLAYED                  
230504452;01/09/2023 12:00:00 AM;Harbor     ;THEFT OF IDENTITY                                       
230507283;03/31/2023 12:00:00 AM;Harbor     ;BRANDISH WEAPON                                         
230512543;08/22/2023 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
230514734;10/16/2023 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
230506565;03/11/2023 12:00:00 AM;Harbor     ;BATTERY - SIMPLE ASSAULT                                
230513654;09/18/2023 12:00:00 AM;Harbor     ;BURGLARY                                                
230516483;12/04/2023 12:00:00 AM;Harbor     ;SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ
230513795;09/21/2023 12:00:00 AM;Harbor     ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
230509191;05/24/2023 12:00:00 AM;Harbor     ;VIOLATION OF RESTRAINING ORDER                          
230507673;04/12/2023 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
230517060;12/20/2023 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
230500740;08/01/2023 12:00:00 AM;Harbor     ;BRANDISH WEAPON                                         
230508351;05/02/2023 12:00:00 AM;Harbor     ;BURGLARY                                                
230509299;05/28/2023 12:00:00 AM;Harbor     ;BURGLARY                                                
230507348;04/02/2023 12:00:00 AM;Harbor     ;CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT             
230511151;07/16/2023 12:00:00 AM;Harbor     ;BURGLARY FROM VEHICLE                                   
230512827;08/29/2023 12:00:00 AM;Harbor     ;THEFT PLAIN - PETTY ($950 & UNDER)                      
230512674;08/23/2023 12:00:00 AM;Harbor     ;THEFT PLAIN - PETTY ($950 & UNDER)                      
230509357;05/07/2023 12:00:00 AM;Harbor     ;LETTERS, LEWD  -  TELEPHONE CALLS, LEWD                 
230500706;07/01/2023 12:00:00 AM;Harbor     ;DISCHARGE FIREARMS/SHOTS FIRED                          
230500735;07/25/2023 12:00:00 AM;Harbor     ;SEXUAL PENETRATION W/FOREIGN OBJECT                     
230505708;02/16/2023 12:00:00 AM;Harbor     ;BIKE - STOLEN                                           
230512241;08/13/2023 12:00:00 AM;Harbor     ;THEFT PLAIN - PETTY ($950 & UNDER)                      
230514329;10/05/2023 12:00:00 AM;Harbor     ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
230512985;09/01/2023 12:00:00 AM;Harbor     ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
230511799;08/01/2023 12:00:00 AM;Harbor     ;THEFT OF IDENTITY                                       
230511756;07/31/2023 12:00:00 AM;Harbor     ;SHOPLIFTING - PETTY THEFT ($950 & UNDER)                
230516169;11/24/2023 12:00:00 AM;Harbor     ;BURGLARY                                                
230512238;08/12/2023 12:00:00 AM;Harbor     ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
230512673;08/23/2023 12:00:00 AM;Harbor     ;SHOPLIFTING - PETTY THEFT ($950 & UNDER)                
230507571;04/09/2023 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
230512704;08/25/2023 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
230515778;11/14/2023 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
230513366;09/10/2023 12:00:00 AM;Harbor     ;BURGLARY FROM VEHICLE                                   
230506285;03/02/2023 12:00:00 AM;Harbor     ;THEFT OF IDENTITY                                       
230512037;08/08/2023 12:00:00 AM;Harbor     ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
230500624;04/24/2023 12:00:00 AM;Harbor     ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
230510392;06/26/2023 12:00:00 AM;Harbor     ;OTHER ASSAULT                                           
230517381;12/28/2023 12:00:00 AM;Harbor     ;BOAT - STOLEN                                           
230508797;05/15/2023 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
230507089;03/26/2023 12:00:00 AM;Harbor     ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
230512203;08/11/2023 12:00:00 AM;Harbor     ;CRIMINAL THREATS - NO WEAPON DISPLAYED                  
230506676;03/14/2023 12:00:00 AM;Harbor     ;VEHICLE - ATTEMPT STOLEN                                
230516760;12/11/2023 12:00:00 AM;Harbor     ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
230516996;12/15/2023 12:00:00 AM;Harbor     ;THEFT PLAIN - PETTY ($950 & UNDER)                      
230505865;02/20/2023 12:00:00 AM;Harbor     ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
230516475;12/03/2023 12:00:00 AM;Harbor     ;CRIMINAL THREATS - NO WEAPON DISPLAYED                  
230500959;12/24/2023 12:00:00 AM;Harbor     ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
230504807;01/21/2023 12:00:00 AM;Harbor     ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                
230508254;04/15/2023 12:00:00 AM;Harbor     ;SHOPLIFTING - PETTY THEFT ($950 & UNDER)                
230505091;01/30/2023 12:00:00 AM;Harbor     ;SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH 
230511099;07/15/2023 12:00:00 AM;Harbor     ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
230508787;05/14/2023 12:00:00 AM;Harbor     ;BATTERY - SIMPLE ASSAULT                                
230504565;01/14/2023 12:00:00 AM;Harbor     ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
230510706;07/03/2023 12:00:00 AM;Harbor     ;VEHICLE - ATTEMPT STOLEN                                
230505079;01/30/2023 12:00:00 AM;Harbor     ;VIOLATION OF RESTRAINING ORDER                          
230515209;10/30/2023 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
230512290;08/14/2023 12:00:00 AM;Harbor     ;VIOLATION OF RESTRAINING ORDER                          
230515242;10/30/2023 12:00:00 AM;Harbor     ;ARSON                                                   
230509591;06/05/2023 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
230512684;08/25/2023 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
230506647;03/14/2023 12:00:00 AM;Harbor     ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
230514468;10/08/2023 12:00:00 AM;Harbor     ;CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT             
230513117;09/04/2023 12:00:00 AM;Harbor     ;CRIMINAL HOMICIDE                                       
230515506;11/06/2023 12:00:00 AM;Harbor     ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
230511257;07/19/2023 12:00:00 AM;Harbor     ;ROBBERY                                                 
230511761;07/31/2023 12:00:00 AM;Harbor     ;SHOPLIFTING - PETTY THEFT ($950 & UNDER)                
230507760;04/14/2023 12:00:00 AM;Harbor     ;CHILD ANNOYING (17YRS & UNDER)                          
240510176;07/17/2024 12:00:00 AM;Harbor     ;THEFT OF IDENTITY                                       
230514549;10/11/2023 12:00:00 AM;Harbor     ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
230505750;02/17/2023 12:00:00 AM;Harbor     ;CRIMINAL THREATS - NO WEAPON DISPLAYED                  
230510218;06/22/2023 12:00:00 AM;Harbor     ;CRIMINAL THREATS - NO WEAPON DISPLAYED                  
230507164;03/28/2023 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
230508995;05/19/2023 12:00:00 AM;Harbor     ;THEFT PLAIN - PETTY ($950 & UNDER)                      
230508053;04/23/2023 12:00:00 AM;Harbor     ;VIOLATION OF RESTRAINING ORDER                          
230508867;05/16/2023 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
230515068;10/25/2023 12:00:00 AM;Harbor     ;BRANDISH WEAPON                                         
230517074;12/20/2023 12:00:00 AM;Harbor     ;VEHICLE - ATTEMPT STOLEN                                
230512853;08/29/2023 12:00:00 AM;Harbor     ;BURGLARY                                                
230509548;06/03/2023 12:00:00 AM;Harbor     ;CRIMINAL THREATS - NO WEAPON DISPLAYED                  
230512942;08/31/2023 12:00:00 AM;Harbor     ;ROBBERY                                                 
230509667;06/07/2023 12:00:00 AM;Harbor     ;CRIMINAL THREATS - NO WEAPON DISPLAYED                  
230515252;10/30/2023 12:00:00 AM;Harbor     ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
230510332;06/25/2023 12:00:00 AM;Harbor     ;BATTERY - SIMPLE ASSAULT                                
230508800;05/15/2023 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
230500789;09/08/2023 12:00:00 AM;Harbor     ;BURGLARY                                                
230506793;03/17/2023 12:00:00 AM;Harbor     ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
230510987;07/11/2023 12:00:00 AM;Harbor     ;INTIMATE PARTNER - AGGRAVATED ASSAULT                   
230506114;02/27/2023 12:00:00 AM;Harbor     ;OTHER ASSAULT                                           
230506424;03/06/2023 12:00:00 AM;Harbor     ;VIOLATION OF RESTRAINING ORDER                          
230504971;01/26/2023 12:00:00 AM;Harbor     ;INTIMATE PARTNER - SIMPLE ASSAULT                       
230509641;06/06/2023 12:00:00 AM;Harbor     ;EXTORTION                                               
230507138;03/27/2023 12:00:00 AM;Harbor     ;BIKE - STOLEN                                           
230512710;08/25/2023 12:00:00 AM;Harbor     ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
230505973;02/20/2023 12:00:00 AM;Harbor     ;THEFT OF IDENTITY                                       
230509514;06/02/2023 12:00:00 AM;Harbor     ;THEFT OF IDENTITY                                       
230506306;03/03/2023 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
